gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married,paperless_billing,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,internet_service_x,phone_service_x,multiple_lines,avg_monthly_gb_download,unlimited_data,referred_a_friend,number_of_referrals,cltv,churn_value,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,contract_One Year,contract_Two Year,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,offer_Offer B,offer_Offer C,offer_Offer D,offer_Offer E,internet_type_DSL,internet_type_Fiber Optic
1,49,0,0,1,1,1,1,0,68.95,22.67,4858.7,0.0,0,1586.9,6445.6,70,1,1,1,29,1,1,9,4858,0,1,0,1,0,1,0,0,False,True,True,False,False,False,False,False,False,True,False
0,68,0,1,1,0,0,1,0,90.45,22.74,5044.8,12.48,0,1250.7,6283.02,55,1,1,1,21,1,1,4,5140,0,0,1,1,1,0,0,0,False,True,False,True,False,False,False,False,False,False,True
1,23,1,0,0,0,0,0,0,53.4,47.68,188.7,0.0,0,143.04,331.74,3,1,1,0,82,1,0,0,2755,1,0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,True,False
1,64,0,0,1,0,0,1,1,84.5,36.88,453.75,0.0,0,184.4,638.15,5,1,1,1,8,1,1,3,5141,1,1,0,1,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True
1,53,0,0,0,0,0,0,0,69.65,39.38,220.1,0.0,0,118.14,338.24,3,1,1,0,23,1,0,0,2421,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True
0,23,1,0,1,0,0,1,1,73.5,34.12,1905.7,17.03,70,887.12,2845.79,26,1,1,0,58,0,1,6,3596,0,0,1,1,0,1,1,1,False,True,True,False,False,False,True,False,False,True,False
0,33,0,0,0,0,0,0,1,65.8,1.22,1679.65,29.29,0,30.5,1680.86,25,1,1,0,10,1,0,0,3962,0,0,1,0,1,0,1,1,False,False,False,False,False,False,False,False,False,True,False
1,29,1,0,0,0,0,0,1,58.6,14.79,939.7,0.0,0,221.85,1161.55,15,1,1,1,59,1,0,0,2003,1,0,1,0,1,0,0,0,False,False,True,False,False,False,False,True,False,True,False
0,51,0,0,1,0,0,1,1,49.2,1.2,1498.55,0.0,100,37.2,1635.75,31,1,1,0,15,0,1,4,2157,0,0,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,True,False
1,39,0,0,1,0,0,1,1,91.45,49.41,171.45,0.0,10,98.82,280.27,2,1,1,1,20,0,0,0,4889,0,0,0,1,0,1,0,0,False,False,False,True,False,False,False,False,False,False,True
0,61,0,0,0,0,0,0,1,53.55,1.59,53.55,0.0,0,1.59,55.14,1,1,1,0,14,1,0,0,2326,1,0,0,0,0,1,0,0,False,False,False,False,True,False,False,False,False,False,False
1,47,0,0,0,0,0,0,0,56.25,33.8,969.85,0.0,30,608.4,1608.25,18,1,1,1,17,0,0,0,2277,0,1,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False
1,79,0,1,1,0,0,1,1,95.5,33.1,181.65,0.0,10,66.2,257.85,2,1,1,0,11,0,1,10,4449,0,0,0,1,0,1,1,0,True,False,True,False,False,False,False,False,True,False,True
0,54,0,0,0,0,0,0,1,71.95,10.66,923.85,10.47,0,138.58,1051.96,13,1,1,0,5,1,0,0,3605,0,1,0,0,0,1,1,1,False,False,False,True,False,False,False,True,False,True,False
0,39,0,0,1,0,0,1,0,19.1,31.37,780.1,45.6,0,1254.8,1989.3,40,0,1,0,0,0,1,1,2056,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False
0,71,0,1,0,0,0,0,0,20.65,24.15,330.6,0.0,0,410.55,741.15,17,0,1,0,0,0,0,0,4086,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,True,False,False,False
0,56,0,0,0,0,0,0,1,19.9,23.84,199.45,0.0,0,238.4,437.85,10,0,1,0,0,0,0,0,5811,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False
1,62,0,0,1,1,3,1,1,99.9,34.54,6241.35,0.0,0,2106.94,8348.29,61,1,1,1,58,1,1,3,5641,0,0,0,1,0,1,1,1,True,False,False,True,False,False,False,False,False,False,True
1,55,0,0,0,0,0,0,0,59.45,33.94,1611.65,0.0,0,916.38,2528.03,27,1,1,1,25,1,0,0,4818,0,0,0,1,1,0,0,0,False,False,False,True,False,False,False,False,False,False,False
0,61,0,0,1,0,0,1,0,37.7,0.0,2288.7,0.0,0,0.0,2288.7,60,1,0,0,2,1,1,1,5148,0,1,1,0,1,0,0,0,False,True,False,False,False,True,False,False,False,False,False
1,40,0,0,1,0,0,1,1,66.15,37.46,4392.5,0.0,0,2397.44,6789.94,64,1,1,1,2,1,1,3,4703,0,1,0,0,0,1,0,0,True,False,True,False,False,True,False,False,False,True,False
0,57,0,0,0,0,0,0,1,59.55,38.97,1646.45,0.0,0,1091.16,2737.61,28,1,1,0,3,1,0,0,3354,0,0,0,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False
0,35,0,0,1,1,3,1,1,19.25,29.01,180.3,0.0,0,319.11,499.41,11,0,1,0,0,0,1,1,5638,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False
1,28,1,0,1,1,2,1,1,97.7,42.74,3410.0,0.0,0,1453.16,4863.16,34,1,1,1,52,1,1,9,5789,0,0,1,0,0,1,1,1,False,False,False,False,False,False,False,False,False,False,True
0,80,0,1,0,0,0,0,1,74.9,41.57,2659.45,0.0,0,1496.52,4155.97,36,1,1,1,10,1,0,0,5041,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True
1,47,0,0,0,0,0,0,0,49.2,0.0,1701.65,0.0,0,0.0,1701.65,35,1,0,0,26,1,0,0,2782,0,0,0,1,0,1,1,1,False,False,False,True,False,False,True,False,False,True,False
0,47,0,0,0,0,0,0,0,26.25,5.28,605.9,0.0,0,116.16,722.06,22,0,1,1,0,0,0,0,5676,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,True,False,False,False
0,30,0,0,0,0,0,0,1,88.95,48.32,355.2,0.0,40,193.28,588.48,4,1,1,1,51,0,0,0,5948,1,0,1,0,0,0,1,1,False,False,False,True,False,False,False,False,False,False,True
0,48,0,0,1,0,0,1,1,85.95,4.14,381.3,0.0,0,16.56,397.86,4,1,1,1,30,1,1,1,5640,1,0,0,0,0,0,1,1,False,False,False,True,False,False,False,False,False,False,True
0,51,0,0,1,1,2,1,0,20.0,35.2,817.95,0.0,0,1513.6,2331.55,43,0,1,0,0,0,1,5,4882,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False
1,38,0,0,1,1,1,1,0,20.35,31.78,1458.1,35.44,0,2224.6,3647.26,70,0,1,0,0,0,1,2,5748,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,False,False,False
0,26,1,0,0,0,0,0,0,65.6,20.11,1010.0,0.0,0,301.65,1311.65,15,1,1,0,73,1,0,0,2976,0,1,1,1,1,0,0,1,True,False,True,False,False,False,False,True,False,False,False
1,37,0,0,0,0,0,0,1,64.4,38.05,195.65,0.0,0,114.15,309.8,3,1,1,0,7,1,0,0,5645,0,1,0,0,1,1,0,0,False,False,True,False,False,False,False,False,False,True,False
1,61,0,0,1,0,0,1,0,48.7,5.13,340.25,0.0,0,35.91,376.16,7,1,1,0,4,1,1,1,2984,1,0,0,1,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False
1,68,0,1,0,0,0,0,1,101.4,39.69,3496.3,0.0,0,1389.15,4885.45,35,1,1,1,25,1,0,0,3689,1,0,0,1,0,1,1,0,False,False,False,True,False,False,True,False,False,False,True
0,41,0,0,1,0,0,1,1,44.6,30.19,80.55,0.0,0,60.38,140.93,2,1,1,0,16,1,1,3,4884,1,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False
1,54,0,0,0,1,3,0,0,19.85,2.0,535.05,0.0,0,58.0,593.05,29,0,1,0,0,0,0,0,2941,0,0,0,0,0,0,0,0,True,False,False,False,True,False,True,False,False,False,False
1,36,0,0,0,0,0,0,1,63.7,0.0,4464.8,0.0,0,0.0,4464.8,72,1,0,0,14,1,0,0,4921,0,1,1,1,1,1,1,1,False,True,False,False,False,False,False,False,False,False,False
0,48,0,0,0,0,0,0,1,94.55,11.09,2724.6,0.0,0,299.43,3024.03,27,1,1,1,6,1,0,0,4464,1,0,0,0,0,1,1,1,False,False,False,False,True,False,False,False,False,False,True
0,33,0,0,1,0,0,1,1,84.4,3.09,5969.3,0.0,0,219.39,6188.69,71,1,1,0,26,1,0,0,5619,0,1,1,1,1,1,1,1,False,True,True,False,False,False,False,False,False,True,False
0,52,0,0,0,0,0,0,0,74.65,4.22,2308.6,0.0,50,126.6,2485.2,30,1,1,0,13,0,0,0,5616,0,1,1,1,1,1,0,0,True,False,True,False,False,False,False,False,False,True,False
1,65,0,1,1,0,0,1,1,34.3,0.0,577.15,0.0,0,0.0,577.15,19,1,0,0,14,1,1,6,4615,0,0,1,1,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False
1,54,0,0,1,1,2,1,0,24.15,37.67,1402.25,29.41,0,2109.52,3482.36,56,0,1,1,0,0,1,1,5137,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,False
1,26,1,0,1,0,0,1,0,20.85,12.61,720.05,0.0,0,453.96,1174.01,36,0,1,0,0,0,1,1,5744,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False
0,35,0,0,1,1,1,1,0,65.2,1.54,3687.85,0.0,0,87.78,3775.63,57,1,1,1,15,1,1,3,4491,0,1,1,0,1,0,0,0,False,False,False,False,False,False,False,False,False,True,False
1,43,0,0,0,0,0,0,1,69.6,28.97,207.4,0.0,20,86.91,314.31,3,1,1,0,16,0,0,0,5487,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
0,30,0,0,1,0,0,1,1,102.7,44.34,5138.1,0.0,0,2305.68,7443.78,52,1,1,1,71,1,0,0,4044,0,0,1,0,1,1,1,1,False,False,True,False,False,False,False,False,False,False,True
0,40,0,0,0,0,0,0,1,20.0,43.27,40.9,0.0,0,86.54,127.44,2,0,1,0,0,0,0,0,2237,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
1,48,0,0,0,0,0,0,0,25.1,0.0,382.8,0.0,0,0.0,382.8,17,1,0,0,11,1,0,0,4580,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False
1,80,0,1,0,0,0,0,1,75.35,28.49,75.35,0.0,0,28.49,103.84,1,1,1,1,18,1,0,0,4403,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True
1,66,0,1,0,0,0,0,1,95.9,19.67,6503.2,0.0,0,1337.56,7840.76,68,1,1,1,28,1,0,0,5080,0,0,1,1,0,0,1,0,False,False,False,True,False,False,False,False,False,False,True
1,37,0,0,0,0,0,0,0,20.75,38.73,1118.8,0.0,0,2207.61,3326.41,57,0,1,0,0,0,0,0,6271,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False
1,40,0,0,1,0,0,1,0,55.3,24.24,3983.6,0.0,0,1745.28,5728.88,72,1,1,1,27,1,1,5,6259,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False
1,62,0,0,0,0,0,0,1,84.3,37.69,2281.6,0.0,0,979.94,3261.54,26,1,1,1,30,1,0,0,5471,0,0,0,1,1,0,0,0,False,False,False,False,True,False,False,False,False,False,True
1,24,1,0,0,1,3,0,0,76.1,36.73,1054.8,0.0,0,514.22,1569.02,14,1,1,0,52,1,0,0,2045,0,1,1,1,1,0,1,1,False,True,False,False,False,False,False,False,False,False,False
0,27,1,0,0,0,0,0,0,100.45,34.49,3096.9,0.0,80,1034.7,4211.6,30,1,1,1,59,0,0,0,3936,0,0,0,1,0,1,1,1,False,False,False,True,False,False,True,False,False,False,True
1,45,0,0,0,0,0,0,0,29.45,0.0,1983.15,0.0,0,0.0,1983.15,66,1,0,0,15,1,0,0,5112,0,0,0,0,1,0,0,0,True,False,True,False,False,False,False,False,False,False,False
1,30,0,0,1,0,0,1,1,93.85,47.17,4733.1,0.0,30,2311.33,7074.43,49,1,1,1,26,0,1,1,5698,0,1,1,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False,True
0,44,0,0,1,1,3,1,0,20.35,46.64,335.95,0.0,0,699.6,1035.55,15,0,1,0,0,0,1,10,3205,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False
1,32,0,0,1,0,0,1,0,84.2,15.12,5956.85,0.0,0,1073.52,7030.37,71,1,1,1,30,1,1,4,4753,0,0,1,1,1,1,1,1,False,True,True,False,False,False,False,False,False,True,False
0,23,1,0,0,0,0,0,0,20.7,29.79,762.45,0.0,0,1161.81,1924.26,39,0,1,0,0,0,0,0,3733,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,False,False,False
0,29,1,0,1,1,2,1,0,54.2,0.0,3623.95,0.0,0,0.0,3623.95,67,1,0,0,51,1,1,2,5261,0,1,1,1,1,1,0,0,False,True,True,False,False,False,False,False,False,False,False
1,20,1,0,1,1,1,1,0,54.35,25.04,1647.0,0.0,0,776.24,2423.24,31,1,1,0,71,1,1,6,3615,0,0,0,1,1,0,0,0,False,False,False,False,True,False,False,False,False,True,False
0,63,0,0,0,0,0,0,1,109.65,27.7,5551.15,0.0,0,1385.0,6936.15,50,1,1,1,28,1,0,0,5855,1,1,1,0,1,1,1,1,False,True,False,True,False,False,False,False,False,False,True
1,59,0,0,0,0,0,0,0,19.95,18.73,243.65,0.0,0,243.49,487.14,13,0,1,0,0,0,0,0,2884,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,True,False,False,False
1,23,1,0,1,1,2,1,1,96.1,15.59,4391.45,0.0,0,732.73,5124.18,47,1,1,0,52,1,1,1,5793,0,1,1,1,0,0,1,1,True,False,False,True,False,True,False,False,False,False,True
1,46,0,0,0,0,0,0,0,29.5,0.0,255.25,0.0,40,0.0,295.25,10,1,0,0,30,0,0,0,3797,1,0,0,1,0,0,0,0,False,False,False,False,True,False,False,True,False,True,False
1,28,1,0,1,0,0,1,0,84.25,18.05,1968.1,8.3,0,415.15,2374.95,23,1,1,1,51,1,1,1,2781,0,0,1,1,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True
1,45,0,0,1,1,2,1,0,19.4,41.56,1061.6,0.0,0,2368.92,3430.52,57,0,1,0,0,0,1,1,4194,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False
0,25,1,0,1,0,0,1,1,85.6,42.81,4902.8,0.0,0,2397.36,7300.16,56,1,1,1,51,1,1,9,6483,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True
0,51,0,0,0,0,0,0,1,24.5,17.01,270.15,0.0,0,170.1,440.25,10,0,1,1,0,0,0,0,5594,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False
0,47,0,0,1,1,2,1,0,66.3,16.48,1923.5,0.0,0,494.4,2417.9,30,1,1,0,17,1,1,1,4631,0,1,0,0,1,0,1,1,False,False,False,False,False,False,True,False,False,True,False
1,74,0,1,0,0,0,0,1,84.85,8.81,3645.6,0.0,0,378.83,4024.43,43,1,1,1,7,1,0,0,4556,0,0,0,0,0,1,0,0,False,True,False,True,False,False,False,False,False,False,True
0,70,0,1,0,0,0,0,0,82.45,12.08,4350.1,0.0,0,652.32,5002.42,54,1,1,1,5,1,0,0,4149,1,1,1,0,1,1,1,1,True,False,False,False,False,True,False,False,False,True,False
0,39,0,0,1,1,1,1,1,75.85,8.1,647.5,0.0,0,72.9,720.4,9,1,1,0,20,1,1,10,4843,0,0,0,0,1,0,0,0,False,False,False,True,False,False,False,False,False,False,True
1,20,1,0,0,0,0,0,1,81.3,25.51,2272.8,29.93,130,688.77,3061.64,27,1,1,1,69,0,0,0,5158,0,0,0,1,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True
0,46,0,0,0,0,0,0,1,18.9,33.86,347.65,0.0,0,677.2,1024.85,20,0,1,0,0,0,0,0,4277,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False
1,39,0,0,1,0,0,1,1,69.35,14.75,451.1,0.0,10,103.25,564.35,7,1,1,0,28,0,1,1,4292,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True
1,35,0,0,0,0,0,0,0,44.75,41.16,270.95,0.0,10,246.96,527.91,6,1,1,0,10,0,0,0,2087,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False
1,23,1,0,1,0,0,1,0,110.05,26.73,5686.4,20.28,0,1363.23,7029.35,51,1,1,1,41,1,1,6,5604,0,1,1,0,1,1,1,1,True,False,True,False,False,False,False,False,False,False,True
1,21,1,0,0,0,0,0,0,70.7,36.06,140.7,0.0,0,72.12,212.82,2,1,1,0,85,1,0,0,5317,1,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True
1,69,0,1,0,0,0,0,0,20.05,19.87,20.05,0.0,0,19.87,39.92,1,0,1,0,0,0,0,0,3491,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
0,19,1,0,0,0,0,0,1,70.7,38.81,70.7,0.0,0,38.81,109.51,1,1,1,0,52,1,0,0,4056,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,True
0,57,0,0,0,0,0,0,0,84.1,25.11,3187.65,0.0,0,954.18,4141.83,38,1,1,1,13,1,0,0,2604,0,1,1,1,0,1,1,1,True,False,False,False,False,False,False,False,False,True,False
1,20,1,0,0,0,0,0,1,75.9,13.55,866.4,0.0,0,149.05,1015.45,11,1,1,0,27,1,0,0,4278,0,0,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
0,49,0,0,0,0,0,0,1,106.8,32.43,5914.4,0.0,30,1816.08,7760.48,56,1,1,1,2,0,0,0,6161,0,0,1,1,0,1,1,1,True,False,False,True,False,False,False,False,False,False,True
0,35,0,0,1,0,0,1,1,113.65,29.0,8182.75,0.0,0,2088.0,10270.75,72,1,1,1,22,1,1,10,5411,0,1,1,1,1,1,1,1,False,True,False,False,False,False,False,False,False,False,True
0,52,0,0,0,0,0,0,0,20.2,26.57,273.25,0.0,0,345.41,618.66,13,0,1,0,0,0,0,0,2953,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False
0,32,0,0,0,0,0,0,0,75.55,7.11,75.55,0.0,0,7.11,82.66,1,1,1,0,26,1,0,0,3503,0,0,0,1,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True
0,19,1,0,1,0,0,1,1,69.2,41.22,477.55,0.0,0,288.54,766.09,7,1,1,0,73,1,1,8,2551,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
0,59,0,0,1,0,0,1,0,25.5,20.47,1281.25,0.0,0,1043.97,2325.22,51,0,1,1,0,0,1,7,5447,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False
0,69,0,1,1,0,0,1,1,45.0,0.0,1228.65,0.0,0,0.0,1228.65,29,1,0,0,23,1,1,5,3094,0,1,0,1,0,0,1,0,True,False,False,True,False,False,False,False,False,False,False
1,68,0,1,0,0,0,0,1,50.15,39.78,50.15,0.0,0,39.78,89.93,1,1,1,0,12,1,0,0,3438,1,0,0,1,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
1,56,0,0,0,0,0,0,0,20.6,47.26,20.6,0.0,0,47.26,67.86,1,0,1,0,0,0,0,0,3618,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
1,24,1,0,0,0,0,0,0,75.0,49.61,1908.35,0.0,0,1289.86,3198.21,26,1,1,0,76,1,0,0,4705,0,1,0,0,1,1,1,1,True,False,False,False,False,False,False,False,False,True,False
1,50,0,0,0,0,0,0,1,105.35,13.83,323.25,0.0,0,41.49,364.74,3,1,1,1,14,1,0,0,3662,1,0,1,1,0,1,1,1,False,False,False,False,False,False,False,False,True,False,True
1,41,0,0,0,0,0,0,1,75.35,32.82,75.35,0.0,10,32.82,118.17,1,1,1,0,21,0,0,0,5284,1,0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True
0,35,0,0,1,1,2,1,0,106.7,40.35,7009.5,0.0,0,2703.45,9712.95,67,1,1,1,16,1,1,3,4780,0,1,0,0,1,1,1,1,False,True,True,False,False,False,False,False,False,False,True
0,35,0,0,1,0,0,1,1,105.05,40.71,6914.95,0.0,60,2646.15,9621.1,65,1,1,1,23,0,1,3,5313,0,1,0,1,0,1,1,1,False,False,False,True,False,True,False,False,False,False,True
0,47,0,0,0,1,2,0,1,106.0,10.19,4532.3,0.0,130,438.17,5100.47,43,1,1,0,10,0,0,0,3528,0,1,1,0,1,1,1,1,True,False,True,False,False,False,False,False,False,False,True
0,35,0,0,0,0,0,0,1,50.75,0.0,2011.4,0.0,0,0.0,2011.4,39,1,0,0,4,1,0,0,4119,1,0,0,1,0,1,1,1,False,False,False,True,False,False,True,False,False,True,False
0,22,1,0,1,1,1,1,0,20.35,30.83,191.1,0.0,0,277.47,468.57,9,0,1,0,0,0,1,9,5352,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False
1,19,1,0,1,1,1,1,1,83.55,10.24,2570.2,0.0,0,307.2,2877.4,30,1,1,1,48,1,1,1,3558,0,0,1,0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,True
0,49,0,0,1,1,1,1,0,61.4,46.66,1864.65,0.0,0,1493.12,3357.77,32,1,1,0,17,1,1,3,2649,0,1,1,0,1,0,0,0,False,False,False,False,False,False,False,False,False,True,False
1,63,0,0,1,1,3,1,0,53.65,36.17,1355.45,0.0,0,904.25,2259.7,25,1,1,0,53,1,1,1,5854,0,0,1,1,0,0,0,0,True,False,False,False,True,False,False,False,False,True,False
1,56,0,0,0,0,0,0,0,19.75,10.11,265.75,0.0,0,131.43,397.18,13,0,1,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,True,False,False,False
0,55,0,0,1,0,0,1,1,19.9,41.36,45.75,0.0,0,124.08,169.83,3,0,1,0,0,0,1,4,3716,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
1,35,0,0,0,0,0,0,0,20.25,15.83,36.8,0.0,0,31.66,68.46,2,0,1,0,0,0,0,0,5736,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False
1,42,0,0,1,1,2,1,1,54.2,10.9,3838.2,0.0,10,730.3,4578.5,67,1,1,0,26,0,1,1,6005,0,1,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False
1,77,0,1,1,0,0,1,1,108.45,21.79,7076.35,0.0,0,1438.14,8514.49,66,1,1,1,9,1,1,3,4582,0,0,1,1,1,1,1,0,True,False,False,True,False,False,False,False,False,False,True
0,61,0,0,1,1,1,1,0,50.3,44.64,217.1,0.0,0,178.56,395.66,4,1,1,0,21,1,1,8,3147,0,1,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False
0,50,0,0,1,1,3,1,1,80.05,49.18,4042.2,0.0,0,2459.0,6501.2,50,1,1,1,76,1,1,6,5823,0,1,1,1,1,0,1,1,True,False,False,False,False,True,False,False,False,True,False
0,58,0,0,0,0,0,0,1,50.8,0.0,3027.4,0.0,0,0.0,3027.4,60,1,0,0,5,1,0,0,4941,1,0,1,0,0,1,1,1,False,False,False,True,False,True,False,False,False,False,False
1,47,0,0,0,0,0,0,1,104.65,25.95,6889.8,0.0,0,1660.8,8550.6,64,1,1,1,23,1,0,0,6443,0,0,0,1,1,1,1,1,True,False,True,False,False,False,False,False,False,False,True
0,64,0,0,0,0,0,0,0,24.45,41.23,1493.1,0.0,0,2432.57,3925.67,59,0,1,1,0,0,0,0,6196,0,0,0,0,0,0,0,0,False,True,False,True,False,True,False,False,False,False,False
1,55,0,0,0,0,0,0,0,83.4,45.92,4149.45,29.76,30,2341.92,6491.61,51,1,1,1,12,0,0,0,4191,0,0,0,0,0,0,1,1,False,False,False,False,False,True,False,False,False,False,True
0,37,0,0,0,0,0,0,1,45.3,26.41,45.3,0.0,0,26.41,71.71,1,1,1,0,26,1,0,0,2293,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False
0,54,0,0,0,0,0,0,0,64.9,37.45,685.55,0.0,0,374.5,1060.05,10,1,1,0,5,1,0,0,4883,0,0,1,0,1,0,1,1,True,False,False,False,True,False,False,True,False,True,False
0,25,1,0,1,1,3,1,1,55.35,20.23,920.5,0.0,0,343.91,1264.41,17,1,1,0,69,1,1,1,5465,0,1,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False,True,False
0,46,0,0,1,0,0,1,1,39.05,0.0,669.85,0.0,0,0.0,669.85,18,1,0,0,30,1,1,1,2601,1,0,0,1,0,1,0,0,False,False,False,True,False,False,False,False,False,False,False
1,50,0,0,0,0,0,0,0,20.65,1.47,20.65,0.0,0,1.47,22.12,1,0,1,0,0,0,0,0,2729,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False
0,39,0,0,1,0,0,1,1,109.45,27.99,6144.55,0.0,0,1623.42,7767.97,58,1,1,1,24,1,1,1,6424,1,1,1,1,0,1,1,1,False,True,False,False,False,True,False,False,False,False,True
0,32,0,0,1,0,0,1,1,100.05,45.75,6034.85,0.0,0,2699.25,8734.1,59,1,1,0,11,1,1,10,4521,0,0,1,0,1,1,1,1,False,True,False,False,True,True,False,False,False,False,True
0,36,0,0,0,0,0,0,1,91.15,46.78,168.5,0.0,10,93.56,272.06,2,1,1,0,12,0,0,0,2686,0,1,1,0,0,1,0,0,False,False,False,True,False,False,False,False,False,False,True
0,45,0,0,0,0,0,0,0,56.35,30.18,1381.2,0.0,0,724.32,2105.52,24,1,1,0,4,1,0,0,5128,0,1,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False,True,False
0,21,1,0,1,0,0,1,0,19.65,45.9,921.55,0.0,0,2157.3,3078.85,47,0,1,0,0,0,1,1,4159,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,False
0,33,0,0,1,0,0,1,1,91.5,31.61,242.95,0.0,10,94.83,347.78,3,1,1,1,20,0,1,1,5646,1,0,1,0,0,0,1,1,False,False,True,False,False,False,False,False,False,False,True
0,28,1,0,1,0,0,1,0,56.8,2.36,3112.05,0.0,0,129.8,3241.85,55,1,1,0,69,1,1,5,4702,0,1,1,0,1,0,0,0,False,True,False,False,True,False,False,False,False,True,False
1,77,0,1,1,0,0,1,1,110.75,14.52,4687.9,0.0,0,624.36,5312.26,43,1,1,1,5,1,1,1,2728,1,0,1,1,1,1,1,0,False,False,False,False,False,True,False,False,False,False,True
0,49,0,0,0,1,1,0,0,45.95,46.17,45.95,0.0,0,46.17,92.12,1,1,1,0,19,1,0,0,4563,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
1,30,0,0,0,0,0,0,1,73.5,38.88,791.75,0.0,0,427.68,1219.43,11,1,1,0,30,1,0,0,4509,1,1,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True
0,61,0,0,0,0,0,0,0,53.6,0.0,3237.05,0.0,0,0.0,3237.05,60,1,0,0,4,1,0,0,4173,0,1,0,1,0,1,1,1,False,True,False,True,False,False,False,False,False,False,False
1,20,1,0,0,1,3,0,0,67.2,0.0,4671.7,0.0,0,0.0,4671.7,72,1,0,0,71,1,0,0,5592,0,1,1,1,1,1,1,1,False,True,True,False,False,False,False,False,False,False,False
